,time,bid,ask,last,volume,time_msc,flags,volume_real
0,1580234400,1.62903,1.6292900000000001,0.0,0,1580234400184,130,0.0
1,1580234401,1.629,1.62928,0.0,0,1580234401180,134,0.0
2,1580234401,1.62899,1.62923,0.0,0,1580234401288,134,0.0
3,1580234401,1.629,1.62926,0.0,0,1580234401503,134,0.0
4,1580234402,1.62897,1.6292499999999999,0.0,0,1580234402336,134,0.0
5,1580234403,1.62907,1.6293199999999999,0.0,0,1580234403495,134,0.0
6,1580234403,1.62912,1.62935,0.0,0,1580234403701,134,0.0
7,1580234403,1.62913,1.62935,0.0,0,1580234403895,130,0.0
8,1580234404,1.62913,1.6294,0.0,0,1580234404141,4,0.0
9,1580234404,1.6291099999999998,1.62939,0.0,0,1580234404512,134,0.0
10,1580234404,1.62912,1.6294,0.0,0,1580234404901,134,0.0
11,1580234405,1.62912,1.62939,0.0,0,1580234405625,4,0.0
12,1580234405,1.62917,1.62941,0.0,0,1580234405703,134,0.0
13,1580234405,1.62917,1.6294300000000002,0.0,0,1580234405913,4,0.0
14,1580234406,1.62917,1.62944,0.0,0,1580234406210,4,0.0
15,1580234407,1.6292200000000001,1.62948,0.0,0,1580234407111,134,0.0
16,1580234407,1.62923,1.62951,0.0,0,1580234407321,134,0.0
17,1580234407,1.6292499999999999,1.62951,0.0,0,1580234407515,130,0.0
18,1580234408,1.62924,1.62951,0.0,0,1580234408219,130,0.0
19,1580234408,1.62919,1.6294499999999998,0.0,0,1580234408423,134,0.0
20,1580234408,1.6291799999999999,1.6294499999999998,0.0,0,1580234408625,130,0.0
21,1580234410,1.62919,1.6294499999999998,0.0,0,1580234410321,130,0.0
22,1580234410,1.62923,1.62948,0.0,0,1580234410525,134,0.0
23,1580234410,1.62921,1.62948,0.0,0,1580234410729,130,0.0
24,1580234410,1.6292200000000001,1.62944,0.0,0,1580234410930,134,0.0
25,1580234411,1.62914,1.62933,0.0,0,1580234411126,134,0.0
26,1580234411,1.6290499999999999,1.6293,0.0,0,1580234411330,134,0.0
27,1580234411,1.62908,1.6293,0.0,0,1580234411531,130,0.0
28,1580234411,1.6290499999999999,1.6293,0.0,0,1580234411730,130,0.0
29,1580234411,1.62906,1.6293,0.0,0,1580234411934,130,0.0
30,1580234412,1.6290499999999999,1.6293,0.0,0,1580234412132,130,0.0
31,1580234412,1.6290200000000001,1.6293,0.0,0,1580234412337,130,0.0
32,1580234412,1.62901,1.6293,0.0,0,1580234412539,130,0.0
33,1580234413,1.62901,1.62928,0.0,0,1580234413345,4,0.0
34,1580234413,1.62899,1.62928,0.0,0,1580234413537,130,0.0
35,1580234413,1.629,1.6292900000000001,0.0,0,1580234413750,134,0.0
36,1580234413,1.62901,1.6292900000000001,0.0,0,1580234413943,130,0.0
37,1580234414,1.62899,1.62927,0.0,0,1580234414153,134,0.0
38,1580234414,1.6289799999999999,1.62926,0.0,0,1580234414349,134,0.0
39,1580234414,1.62897,1.62924,0.0,0,1580234414546,134,0.0
40,1580234415,1.6289799999999999,1.62924,0.0,0,1580234415044,130,0.0
41,1580234415,1.629,1.6292499999999999,0.0,0,1580234415245,134,0.0
42,1580234415,1.62901,1.6292499999999999,0.0,0,1580234415453,130,0.0
43,1580234416,1.62904,1.62931,0.0,0,1580234416352,134,0.0
44,1580234416,1.62904,1.6293199999999999,0.0,0,1580234416547,4,0.0
45,1580234417,1.6290499999999999,1.6293199999999999,0.0,0,1580234417060,130,0.0
46,1580234417,1.62913,1.62939,0.0,0,1580234417273,134,0.0
47,1580234417,1.6291099999999998,1.62939,0.0,0,1580234417468,130,0.0
48,1580234417,1.6291099999999998,1.62938,0.0,0,1580234417663,4,0.0
49,1580234418,1.62912,1.62938,0.0,0,1580234418165,130,0.0
50,1580234418,1.62913,1.62939,0.0,0,1580234418364,134,0.0
51,1580234418,1.62912,1.62939,0.0,0,1580234418869,130,0.0
52,1580234419,1.62913,1.6294,0.0,0,1580234419068,134,0.0
53,1580234419,1.62913,1.62939,0.0,0,1580234419267,4,0.0
54,1580234419,1.62913,1.6294,0.0,0,1580234419470,4,0.0
55,1580234419,1.62917,1.62944,0.0,0,1580234419668,134,0.0
56,1580234420,1.62919,1.62946,0.0,0,1580234420070,134,0.0
57,1580234420,1.6291600000000002,1.6294300000000002,0.0,0,1580234420273,134,0.0
58,1580234421,1.62919,1.62946,0.0,0,1580234421890,134,0.0
59,1580234421,1.62924,1.62946,0.0,0,1580234421979,130,0.0
60,1580234422,1.6292499999999999,1.62949,0.0,0,1580234422171,134,0.0
61,1580234422,1.6292499999999999,1.6295199999999999,0.0,0,1580234422373,4,0.0
62,1580234422,1.62926,1.6295199999999999,0.0,0,1580234422581,130,0.0
63,1580234423,1.6292499999999999,1.6295199999999999,0.0,0,1580234423194,130,0.0
64,1580234424,1.6292499999999999,1.6295,0.0,0,1580234424288,4,0.0
65,1580234425,1.6292499999999999,1.6295199999999999,0.0,0,1580234425494,4,0.0
66,1580234426,1.62928,1.6295199999999999,0.0,0,1580234426195,130,0.0
67,1580234427,1.62933,1.6295600000000001,0.0,0,1580234427301,134,0.0
68,1580234427,1.62933,1.6296,0.0,0,1580234427502,4,0.0
69,1580234427,1.62934,1.6296,0.0,0,1580234427708,130,0.0
70,1580234427,1.62933,1.6296,0.0,0,1580234427903,130,0.0
71,1580234428,1.62938,1.62964,0.0,0,1580234428607,134,0.0
72,1580234428,1.62937,1.62961,0.0,0,1580234428806,134,0.0
73,1580234429,1.6293600000000001,1.6296,0.0,0,1580234429903,134,0.0
74,1580234430,1.62935,1.6296,0.0,0,1580234430307,130,0.0
75,1580234430,1.62935,1.6295899999999999,0.0,0,1580234430718,4,0.0
76,1580234430,1.62935,1.6296,0.0,0,1580234430908,4,0.0
77,1580234431,1.62937,1.62961,0.0,0,1580234431409,134,0.0
78,1580234431,1.62942,1.62967,0.0,0,1580234431520,134,0.0
79,1580234431,1.62944,1.62969,0.0,0,1580234431714,134,0.0
80,1580234431,1.62941,1.6296599999999999,0.0,0,1580234431919,134,0.0
81,1580234432,1.62937,1.62964,0.0,0,1580234432116,134,0.0
82,1580234432,1.62937,1.62961,0.0,0,1580234432313,4,0.0
83,1580234432,1.62937,1.62962,0.0,0,1580234432817,4,0.0
84,1580234433,1.6294,1.6296599999999999,0.0,0,1580234433919,134,0.0
85,1580234434,1.6294300000000002,1.6297000000000001,0.0,0,1580234434121,134,0.0
86,1580234434,1.62942,1.62969,0.0,0,1580234434322,134,0.0
87,1580234434,1.62942,1.62965,0.0,0,1580234434519,4,0.0
88,1580234434,1.62942,1.6296300000000001,0.0,0,1580234434716,4,0.0
89,1580234435,1.62937,1.6296300000000001,0.0,0,1580234435334,130,0.0
90,1580234437,1.62941,1.6296599999999999,0.0,0,1580234437430,134,0.0
91,1580234437,1.62941,1.6296300000000001,0.0,0,1580234437631,4,0.0
92,1580234437,1.62938,1.6296300000000001,0.0,0,1580234437831,130,0.0
93,1580234441,1.62931,1.62955,0.0,0,1580234441343,134,0.0
94,1580234441,1.62924,1.62948,0.0,0,1580234441443,134,0.0
95,1580234441,1.62923,1.62948,0.0,0,1580234441844,130,0.0
96,1580234442,1.62923,1.62947,0.0,0,1580234442244,4,0.0
97,1580234442,1.6292,1.62946,0.0,0,1580234442543,134,0.0
98,1580234442,1.6292200000000001,1.62946,0.0,0,1580234442754,130,0.0
99,1580234443,1.6291600000000002,1.62942,0.0,0,1580234443058,134,0.0
100,1580234443,1.62915,1.62937,0.0,0,1580234443152,134,0.0
101,1580234444,1.6291,1.62937,0.0,0,1580234444069,130,0.0
102,1580234446,1.6291,1.6293600000000001,0.0,0,1580234446462,4,0.0
103,1580234447,1.6290900000000001,1.62935,0.0,0,1580234447339,134,0.0
104,1580234447,1.62908,1.62934,0.0,0,1580234447369,134,0.0
105,1580234447,1.62908,1.62933,0.0,0,1580234447561,4,0.0
106,1580234447,1.6290200000000001,1.6293,0.0,0,1580234447872,134,0.0
107,1580234449,1.62899,1.62926,0.0,0,1580234449078,134,0.0
108,1580234449,1.62896,1.62923,0.0,0,1580234449289,134,0.0
109,1580234450,1.62897,1.62923,0.0,0,1580234450579,130,0.0
110,1580234451,1.62896,1.62923,0.0,0,1580234451083,130,0.0
111,1580234451,1.62899,1.62923,0.0,0,1580234451587,130,0.0
112,1580234451,1.62899,1.62927,0.0,0,1580234451787,4,0.0
113,1580234452,1.62896,1.62924,0.0,0,1580234452090,134,0.0
114,1580234452,1.6289500000000001,1.62923,0.0,0,1580234452361,134,0.0
115,1580234452,1.6289500000000001,1.62924,0.0,0,1580234452792,4,0.0
116,1580234453,1.62897,1.62926,0.0,0,1580234453488,134,0.0
117,1580234453,1.62897,1.62915,0.0,0,1580234453588,4,0.0
118,1580234453,1.62883,1.6291099999999998,0.0,0,1580234453682,134,0.0
119,1580234453,1.62883,1.62912,0.0,0,1580234453886,4,0.0
120,1580234454,1.62883,1.62913,0.0,0,1580234454383,4,0.0
121,1580234454,1.6288399999999998,1.62913,0.0,0,1580234454992,130,0.0
122,1580234455,1.62886,1.62912,0.0,0,1580234455497,134,0.0
123,1580234455,1.62887,1.62917,0.0,0,1580234455595,134,0.0
124,1580234455,1.62885,1.62912,0.0,0,1580234455794,134,0.0
125,1580234455,1.62881,1.62908,0.0,0,1580234455995,134,0.0
126,1580234456,1.62877,1.62908,0.0,0,1580234456190,130,0.0
127,1580234457,1.6288200000000002,1.62912,0.0,0,1580234457100,134,0.0
128,1580234457,1.6288,1.62908,0.0,0,1580234457501,134,0.0
129,1580234457,1.6288,1.6291,0.0,0,1580234457697,4,0.0
130,1580234458,1.6288,1.6291099999999998,0.0,0,1580234458605,4,0.0
131,1580234459,1.6288200000000002,1.6291099999999998,0.0,0,1580234459008,130,0.0
132,1580234459,1.6288,1.6290900000000001,0.0,0,1580234459208,134,0.0
133,1580234459,1.62883,1.62912,0.0,0,1580234459408,134,0.0
134,1580234459,1.6288399999999998,1.62914,0.0,0,1580234459621,134,0.0
135,1580234459,1.6288399999999998,1.6290900000000001,0.0,0,1580234459812,4,0.0
136,1580234460,1.62879,1.6290900000000001,0.0,0,1580234460007,130,0.0
137,1580234460,1.62881,1.62908,0.0,0,1580234460218,134,0.0
138,1580234460,1.6288,1.6290900000000001,0.0,0,1580234460412,134,0.0
139,1580234460,1.6288200000000002,1.6291099999999998,0.0,0,1580234460613,134,0.0
140,1580234460,1.6288,1.62907,0.0,0,1580234460816,134,0.0
141,1580234461,1.62878,1.62907,0.0,0,1580234461013,130,0.0
142,1580234461,1.62879,1.62907,0.0,0,1580234461211,130,0.0
143,1580234461,1.62879,1.62908,0.0,0,1580234461422,4,0.0
144,1580234462,1.62881,1.62907,0.0,0,1580234462124,134,0.0
145,1580234462,1.6287500000000001,1.62906,0.0,0,1580234462223,134,0.0
146,1580234462,1.62876,1.62906,0.0,0,1580234462416,130,0.0
147,1580234462,1.62878,1.62907,0.0,0,1580234462923,134,0.0
148,1580234463,1.6288,1.62907,0.0,0,1580234463120,130,0.0
149,1580234463,1.6288,1.6291,0.0,0,1580234463323,4,0.0
150,1580234463,1.6288200000000002,1.62913,0.0,0,1580234463521,134,0.0
151,1580234463,1.6288,1.62908,0.0,0,1580234463625,134,0.0
152,1580234463,1.62878,1.62907,0.0,0,1580234463825,134,0.0
153,1580234464,1.62878,1.62906,0.0,0,1580234464021,4,0.0
154,1580234464,1.62878,1.6290499999999999,0.0,0,1580234464223,4,0.0
155,1580234464,1.62877,1.62908,0.0,0,1580234464418,134,0.0
156,1580234464,1.6288,1.6290900000000001,0.0,0,1580234464625,134,0.0
157,1580234464,1.62883,1.6290900000000001,0.0,0,1580234464824,130,0.0
158,1580234465,1.6288200000000002,1.6290900000000001,0.0,0,1580234465335,130,0.0
159,1580234465,1.6288200000000002,1.62908,0.0,0,1580234465529,4,0.0
160,1580234465,1.6288399999999998,1.6290900000000001,0.0,0,1580234465731,134,0.0
161,1580234465,1.6288399999999998,1.6291,0.0,0,1580234465935,4,0.0
162,1580234466,1.6288399999999998,1.62914,0.0,0,1580234466944,4,0.0
163,1580234467,1.62885,1.62914,0.0,0,1580234467238,130,0.0
164,1580234467,1.62888,1.6291600000000002,0.0,0,1580234467444,134,0.0
165,1580234467,1.62893,1.62919,0.0,0,1580234467539,134,0.0
166,1580234467,1.62893,1.62921,0.0,0,1580234467743,4,0.0
167,1580234468,1.62893,1.62919,0.0,0,1580234468149,4,0.0
168,1580234468,1.62889,1.6291799999999999,0.0,0,1580234468356,134,0.0
169,1580234471,1.62889,1.62917,0.0,0,1580234471859,4,0.0
170,1580234473,1.62889,1.6291799999999999,0.0,0,1580234473268,4,0.0
171,1580234473,1.6289,1.6291799999999999,0.0,0,1580234473658,130,0.0
172,1580234473,1.6289099999999999,1.6292200000000001,0.0,0,1580234473874,134,0.0
173,1580234474,1.62894,1.62924,0.0,0,1580234474069,134,0.0
174,1580234474,1.62894,1.62923,0.0,0,1580234474870,4,0.0
175,1580234475,1.62894,1.62924,0.0,0,1580234475074,4,0.0
176,1580234476,1.62899,1.62928,0.0,0,1580234476777,134,0.0
177,1580234476,1.62903,1.6293199999999999,0.0,0,1580234476976,134,0.0
178,1580234479,1.62906,1.62935,0.0,0,1580234479789,134,0.0
179,1580234481,1.62906,1.62934,0.0,0,1580234481191,4,0.0
180,1580234481,1.62906,1.62935,0.0,0,1580234481593,4,0.0
181,1580234484,1.6290200000000001,1.6293,0.0,0,1580234484909,134,0.0
182,1580234485,1.6290200000000001,1.6293199999999999,0.0,0,1580234485312,4,0.0
183,1580234485,1.62899,1.62928,0.0,0,1580234485915,134,0.0
184,1580234486,1.62899,1.62927,0.0,0,1580234486184,4,0.0
185,1580234486,1.62899,1.62926,0.0,0,1580234486317,4,0.0
186,1580234486,1.62899,1.6292499999999999,0.0,0,1580234486513,4,0.0
187,1580234487,1.6289500000000001,1.62924,0.0,0,1580234487822,134,0.0
188,1580234488,1.6289500000000001,1.62921,0.0,0,1580234488027,4,0.0
189,1580234491,1.6289500000000001,1.62923,0.0,0,1580234491128,4,0.0
190,1580234491,1.6289500000000001,1.62924,0.0,0,1580234491336,4,0.0
191,1580234493,1.6289500000000001,1.62921,0.0,0,1580234493039,4,0.0
192,1580234493,1.6289500000000001,1.62924,0.0,0,1580234493441,4,0.0
193,1580234495,1.62897,1.62924,0.0,0,1580234495047,130,0.0
194,1580234496,1.62899,1.62927,0.0,0,1580234496344,134,0.0
195,1580234496,1.629,1.62927,0.0,0,1580234496543,130,0.0
196,1580234497,1.6290200000000001,1.62927,0.0,0,1580234497028,130,0.0
197,1580234497,1.62903,1.62931,0.0,0,1580234497148,134,0.0
198,1580234500,1.62903,1.62928,0.0,0,1580234500870,4,0.0
199,1580234501,1.6290499999999999,1.6293,0.0,0,1580234501468,134,0.0
200,1580234501,1.6290499999999999,1.62933,0.0,0,1580234501776,4,0.0
201,1580234502,1.6290900000000001,1.62937,0.0,0,1580234502476,134,0.0
202,1580234505,1.62912,1.62939,0.0,0,1580234505589,134,0.0
203,1580234506,1.62912,1.62941,0.0,0,1580234506988,4,0.0
204,1580234507,1.62913,1.62941,0.0,0,1580234507489,130,0.0
205,1580234508,1.62912,1.62941,0.0,0,1580234508195,130,0.0
206,1580234508,1.62912,1.6294,0.0,0,1580234508390,4,0.0
207,1580234509,1.62917,1.6294300000000002,0.0,0,1580234509405,134,0.0
208,1580234511,1.62914,1.62941,0.0,0,1580234511107,134,0.0
209,1580234513,1.62917,1.6294300000000002,0.0,0,1580234513414,134,0.0
210,1580234513,1.62917,1.62944,0.0,0,1580234513614,4,0.0
211,1580234514,1.62921,1.6294499999999998,0.0,0,1580234514319,134,0.0
212,1580234515,1.62921,1.62947,0.0,0,1580234515216,4,0.0
213,1580234516,1.62913,1.62941,0.0,0,1580234516326,134,0.0
214,1580234516,1.62921,1.62941,0.0,0,1580234516524,130,0.0
215,1580234516,1.62923,1.62949,0.0,0,1580234516622,134,0.0
216,1580234517,1.62924,1.62951,0.0,0,1580234517027,134,0.0
217,1580234517,1.62924,1.6295199999999999,0.0,0,1580234517322,4,0.0
218,1580234517,1.62927,1.62953,0.0,0,1580234517520,134,0.0
219,1580234517,1.62926,1.62954,0.0,0,1580234517934,134,0.0
220,1580234518,1.62926,1.6295199999999999,0.0,0,1580234518329,4,0.0
221,1580234518,1.62926,1.62953,0.0,0,1580234518737,4,0.0
222,1580234520,1.62926,1.6295199999999999,0.0,0,1580234520039,134,0.0
223,1580234521,1.62926,1.62953,0.0,0,1580234521244,4,0.0
224,1580234521,1.62926,1.6295199999999999,0.0,0,1580234521442,4,0.0
225,1580234521,1.62926,1.62951,0.0,0,1580234521757,4,0.0
226,1580234522,1.62923,1.62951,0.0,0,1580234522345,130,0.0
227,1580234524,1.62923,1.6295,0.0,0,1580234524552,4,0.0
228,1580234524,1.62923,1.62951,0.0,0,1580234524856,4,0.0
229,1580234525,1.62924,1.6295199999999999,0.0,0,1580234525457,134,0.0
230,1580234526,1.62924,1.62951,0.0,0,1580234526061,4,0.0
231,1580234526,1.62927,1.6295600000000001,0.0,0,1580234526451,134,0.0
232,1580234526,1.6292900000000001,1.6295600000000001,0.0,0,1580234526863,130,0.0
233,1580234527,1.6293199999999999,1.62957,0.0,0,1580234527479,134,0.0
234,1580234527,1.6293199999999999,1.62958,0.0,0,1580234527678,4,0.0
235,1580234528,1.6292900000000001,1.62957,0.0,0,1580234528199,134,0.0
236,1580234529,1.6293,1.62958,0.0,0,1580234529077,134,0.0
237,1580234529,1.6292900000000001,1.62957,0.0,0,1580234529775,134,0.0
238,1580234530,1.6293199999999999,1.62958,0.0,0,1580234530274,134,0.0
239,1580234530,1.62933,1.62958,0.0,0,1580234530473,130,0.0
240,1580234530,1.62934,1.62962,0.0,0,1580234530673,134,0.0
241,1580234532,1.62938,1.62965,0.0,0,1580234532884,134,0.0
242,1580234533,1.62938,1.6296599999999999,0.0,0,1580234533186,4,0.0
243,1580234534,1.62934,1.62961,0.0,0,1580234534093,134,0.0
244,1580234534,1.62933,1.6295600000000001,0.0,0,1580234534190,134,0.0
245,1580234534,1.6292900000000001,1.62954,0.0,0,1580234534391,134,0.0
246,1580234534,1.6292900000000001,1.62955,0.0,0,1580234534986,4,0.0
247,1580234535,1.6292900000000001,1.6295600000000001,0.0,0,1580234535400,4,0.0
248,1580234536,1.6293199999999999,1.6296,0.0,0,1580234536201,134,0.0
249,1580234536,1.62934,1.62961,0.0,0,1580234536399,134,0.0
250,1580234539,1.62934,1.62962,0.0,0,1580234539524,4,0.0
251,1580234540,1.62934,1.6295899999999999,0.0,0,1580234540413,4,0.0
252,1580234540,1.6292900000000001,1.6295600000000001,0.0,0,1580234540512,134,0.0
253,1580234540,1.62927,1.62955,0.0,0,1580234540717,134,0.0
254,1580234541,1.62926,1.62954,0.0,0,1580234541523,134,0.0
255,1580234541,1.6292499999999999,1.6295199999999999,0.0,0,1580234541730,134,0.0
256,1580234543,1.6292499999999999,1.62953,0.0,0,1580234543230,4,0.0
257,1580234543,1.62926,1.62954,0.0,0,1580234543623,134,0.0
258,1580234544,1.62931,1.62958,0.0,0,1580234544935,134,0.0
259,1580234545,1.6292900000000001,1.6295600000000001,0.0,0,1580234545136,134,0.0
260,1580234545,1.6292900000000001,1.62957,0.0,0,1580234545341,4,0.0
261,1580234546,1.6292900000000001,1.6295600000000001,0.0,0,1580234546042,4,0.0
262,1580234547,1.6293199999999999,1.62958,0.0,0,1580234547443,134,0.0
263,1580234547,1.62934,1.6296,0.0,0,1580234547641,134,0.0
264,1580234548,1.6293199999999999,1.6295899999999999,0.0,0,1580234548251,134,0.0
265,1580234549,1.62935,1.62962,0.0,0,1580234549856,134,0.0
266,1580234550,1.6293600000000001,1.62962,0.0,0,1580234550657,130,0.0
267,1580234551,1.6293600000000001,1.6296300000000001,0.0,0,1580234551665,4,0.0
268,1580234551,1.6293600000000001,1.62965,0.0,0,1580234551867,4,0.0
269,1580234552,1.6293600000000001,1.62964,0.0,0,1580234552063,4,0.0
270,1580234553,1.62942,1.62969,0.0,0,1580234553359,134,0.0
271,1580234553,1.62942,1.62967,0.0,0,1580234553759,4,0.0
272,1580234553,1.62942,1.6296599999999999,0.0,0,1580234553966,4,0.0
273,1580234554,1.62944,1.62971,0.0,0,1580234554576,134,0.0
274,1580234554,1.62944,1.62969,0.0,0,1580234554774,4,0.0
275,1580234557,1.6294499999999998,1.6297199999999998,0.0,0,1580234557785,134,0.0
276,1580234557,1.62944,1.6297199999999998,0.0,0,1580234557991,130,0.0
277,1580234558,1.62939,1.62967,0.0,0,1580234558291,134,0.0
278,1580234558,1.6294,1.62968,0.0,0,1580234558884,134,0.0
279,1580234560,1.62939,1.62968,0.0,0,1580234560086,130,0.0
280,1580234560,1.62939,1.6296599999999999,0.0,0,1580234560482,4,0.0
281,1580234560,1.62937,1.62965,0.0,0,1580234560888,134,0.0
282,1580234561,1.62938,1.6296599999999999,0.0,0,1580234561296,134,0.0
283,1580234561,1.62939,1.6296599999999999,0.0,0,1580234561496,130,0.0
284,1580234561,1.6293600000000001,1.62965,0.0,0,1580234561692,134,0.0
285,1580234561,1.6293600000000001,1.6296300000000001,0.0,0,1580234561896,4,0.0
286,1580234562,1.62937,1.6296599999999999,0.0,0,1580234562102,134,0.0
287,1580234562,1.62941,1.62968,0.0,0,1580234562294,134,0.0
288,1580234562,1.62944,1.6297000000000001,0.0,0,1580234562499,134,0.0
289,1580234562,1.6294300000000002,1.6297000000000001,0.0,0,1580234562699,130,0.0
290,1580234563,1.6294300000000002,1.62971,0.0,0,1580234563997,4,0.0
291,1580234564,1.62944,1.6297199999999998,0.0,0,1580234564203,134,0.0
292,1580234564,1.6294300000000002,1.6297199999999998,0.0,0,1580234564408,130,0.0
293,1580234564,1.6294300000000002,1.62971,0.0,0,1580234564706,4,0.0
294,1580234566,1.6294499999999998,1.6297199999999998,0.0,0,1580234566006,134,0.0
295,1580234566,1.62947,1.62974,0.0,0,1580234566213,134,0.0
296,1580234566,1.6294300000000002,1.62971,0.0,0,1580234566917,134,0.0
297,1580234568,1.6294300000000002,1.62969,0.0,0,1580234568920,4,0.0
298,1580234569,1.62941,1.62968,0.0,0,1580234569320,134,0.0
299,1580234570,1.6294,1.62968,0.0,0,1580234570920,130,0.0
300,1580234571,1.6294,1.6296599999999999,0.0,0,1580234571129,4,0.0
301,1580234571,1.6293600000000001,1.6296300000000001,0.0,0,1580234571322,134,0.0
302,1580234573,1.6293600000000001,1.62964,0.0,0,1580234573330,4,0.0
303,1580234579,1.62935,1.62962,0.0,0,1580234579550,134,0.0
304,1580234579,1.6293600000000001,1.62962,0.0,0,1580234579750,130,0.0
305,1580234579,1.62935,1.62962,0.0,0,1580234579955,130,0.0
306,1580234580,1.6293600000000001,1.62962,0.0,0,1580234580160,130,0.0
307,1580234580,1.62938,1.62965,0.0,0,1580234580352,134,0.0
308,1580234580,1.6293600000000001,1.6296300000000001,0.0,0,1580234580555,134,0.0
309,1580234580,1.62937,1.62965,0.0,0,1580234580753,134,0.0
310,1580234580,1.62941,1.62967,0.0,0,1580234580955,134,0.0
311,1580234581,1.6293600000000001,1.6296300000000001,0.0,0,1580234581063,134,0.0
312,1580234581,1.6293600000000001,1.62964,0.0,0,1580234581280,4,0.0
313,1580234581,1.62935,1.62961,0.0,0,1580234581563,134,0.0
314,1580234581,1.6293600000000001,1.62961,0.0,0,1580234581762,130,0.0
315,1580234582,1.62935,1.62961,0.0,0,1580234582068,130,0.0
316,1580234583,1.62937,1.62962,0.0,0,1580234583067,134,0.0
317,1580234583,1.6293199999999999,1.62955,0.0,0,1580234583266,134,0.0
318,1580234583,1.62928,1.6295600000000001,0.0,0,1580234583483,134,0.0
319,1580234583,1.6292900000000001,1.6295600000000001,0.0,0,1580234583680,130,0.0
320,1580234584,1.6293,1.6295600000000001,0.0,0,1580234584068,130,0.0
321,1580234584,1.6293199999999999,1.62958,0.0,0,1580234584452,134,0.0
322,1580234584,1.6293199999999999,1.6295600000000001,0.0,0,1580234584478,4,0.0
323,1580234584,1.6293199999999999,1.62957,0.0,0,1580234584680,4,0.0
324,1580234584,1.6293199999999999,1.62958,0.0,0,1580234584874,4,0.0
325,1580234585,1.6293199999999999,1.6296,0.0,0,1580234585655,4,0.0
326,1580234585,1.62933,1.6296,0.0,0,1580234585791,130,0.0
327,1580234585,1.62934,1.6296,0.0,0,1580234585988,130,0.0
328,1580234590,1.6293600000000001,1.62962,0.0,0,1580234590000,134,0.0
329,1580234592,1.6293600000000001,1.6296,0.0,0,1580234592211,4,0.0
330,1580234593,1.6293600000000001,1.62961,0.0,0,1580234593114,4,0.0
331,1580234594,1.6293600000000001,1.6296,0.0,0,1580234594606,4,0.0
332,1580234594,1.6293199999999999,1.62957,0.0,0,1580234594807,134,0.0
